[0.00-0.05),0,0
[0.05-0.10),0,0
[0.10-0.15),0,1
[0.15-0.20),0,3
[0.20-0.25),2,14
[0.25-0.30),6,68
[0.30-0.35),23,236
[0.35-0.40),92,1058
[0.40-0.45),279,2976
[0.45-0.50),428,4115
[0.50-0.55),375,3219
[0.55-0.60),213,1462
[0.60-0.65),90,548
[0.65-0.70),39,202
[0.70-0.75),15,85
[0.75-0.80),5,27
[0.80-0.85),3,9
[0.85-0.90),0,5
[0.90-0.95),0,2
[0.95-1.00),0,0
